,Q1,Q2,Q3,Q4,Q5,Q6,Q25
1683,28,Woman,South Korea,3,Data Scientist,0.5,4436
1684,36,Man,Japan,3,Data Scientist,7,9046
1685,37,Woman,USA,4,Data Engineer,7,59850
1686,36,Woman,USA,2,Other,0,62851
1687,35,Man,Japan,3,Statistician,0,5986
1688,21,Man,China,2,Data Analyst,0.5,669
1689,56,Man,Japan,3,Program/Project Manager,23,118440
1690,69,Man,USA,4,Data Engineer,3,84287
1691,34,Man,South Korea,4,Data Analyst,5,50753
1692,47,Man,USA,5,Data Scientist,24,203128
1693,32,Woman,USA,4,Machine Learning Engineer,3,111929
1694,40,Man,Japan,2,Software Engineer,7,7840
1695,41,Man,Japan,0,Developer Relations/Advocacy,19,51382
1696,56,Man,Japan,4,Data Scientist,22,138429
1697,24,Man,USA,3,Other,3,51061
1698,30,Man,China,4,Data Scientist,1,2438
1699,51,Man,South Korea,3,Program/Project Manager,26,61589
1700,47,Man,USA,4,Data Engineer,28,128343
1701,33,Man,China,4,Data Scientist,5,53090
1702,39,Man,USA,4,Software Engineer,1,62210
1703,19,Man,China,3,Data Analyst,1,399
1704,23,Man,China,3,Data Engineer,3,2811
1705,43,Man,China,0,Business Analyst,27,19513
1706,44,Woman,Japan,4,Other,0.5,3072
1707,39,Man,USA,5,Research Scientist,11,161498
1708,45,Man,USA,5,Other,0,109441
1709,31,Woman,USA,4,Program/Project Manager,0,108946
1710,31,Woman,USA,4,Data Scientist,0.5,94597
1711,33,Man,USA,3,Data Engineer,6,164980
1712,20,Man,China,3,Statistician,3,893
1713,35,Man,USA,5,Other,5,56627
1714,31,Man,Japan,4,Software Engineer,6,147471
1715,59,Man,USA,5,Machine Learning Engineer,25,420704
1716,46,Man,South Korea,2,Research Scientist,12,10309
1717,38,Man,USA,4,Data Analyst,15,900
1718,30,Man,Japan,4,Data Scientist,5,55537
1719,40,Man,USA,2,Software Engineer,14,881
1720,45,Man,USA,4,Software Engineer,22,176268
1721,25,Man,South Korea,4,Data Analyst,3,3859
1722,31,Man,South Korea,4,Machine Learning Engineer,3,737
1723,34,Man,USA,4,Business Analyst,8,165529
1724,25,Woman,China,4,Machine Learning Engineer,3,278
1725,20,Man,China,2,Data Engineer,1,975
1726,51,Man,USA,4,Data Scientist,10,244991
1727,44,Man,USA,4,Data Scientist,8,126853
1728,66,Man,USA,3,Data Analyst,5,214808
1729,22,Man,China,4,Data Analyst,0.5,993
1730,67,Man,Japan,4,Data Scientist,10,70933
1731,31,Woman,USA,3,Software Engineer,4,23088
1732,25,Woman,USA,3,Data Analyst,3,31435
1733,62,Woman,USA,3,Business Analyst,21,677
1734,30,Man,USA,5,Data Analyst,1,14827
1735,47,Man,USA,3,Other,8,37654
1736,24,Man,USA,3,Research Scientist,4,24008
1737,34,Man,Japan,4,Data Analyst,0.5,6736
1738,41,Man,USA,4,Other,26,50057
1739,27,Man,USA,3,Business Analyst,4,101133
1740,24,Man,USA,4,Other,1,117539
1741,39,Man,USA,4,Machine Learning Engineer,17,354513
1742,24,Man,China,3,Machine Learning Engineer,5,54766
1743,22,Woman,China,4,Data Analyst,0.5,1943
1744,41,Man,USA,4,Data Scientist,15,427930
1745,36,Man,USA,4,Business Analyst,22,1089348
1746,65,Man,Japan,2,Software Engineer,28,738
1747,34,Man,Japan,4,Machine Learning Engineer,6,117958
1748,27,Man,Japan,4,Other,0.5,44947
1749,43,Woman,USA,5,Data Scientist,25,190666
1750,29,Man,USA,3,Data Engineer,5,69805
1751,25,Man,USA,3,Machine Learning Engineer,5,16253
1752,47,Man,Japan,3,Data Analyst,0,5697
1753,24,Man,USA,3,Data Analyst,7,58725
1754,34,Man,USA,3,Data Scientist,10,129322
1755,65,Man,USA,5,Other,23,196515
1756,47,Man,Japan,4,Software Engineer,12,47137
1757,29,Man,Japan,4,Data Analyst,3,65036
1758,49,Man,USA,3,Business Analyst,16,183753
1759,44,Man,USA,4,Business Analyst,4,38458
1760,47,Man,Japan,4,Product Manager,5,1239
1761,62,Man,USA,4,Other,9,5296
1762,23,Woman,USA,3,Data Analyst,3,81293
1763,43,Man,USA,5,Other,8,237209
1764,28,Man,Japan,4,Statistician,1,36508
1765,62,Man,USA,4,Machine Learning Engineer,27,727
1766,29,Woman,USA,4,Data Analyst,5,72816
1767,30,Man,China,4,Business Analyst,5,27176
1768,53,Woman,USA,4,Software Engineer,25,195566
1769,64,Man,USA,4,Data Analyst,25,108744
1770,32,Woman,USA,4,Data Analyst,4,114883
1771,31,Man,China,0,Data Analyst,0.5,1205
1772,39,Man,South Korea,5,Data Scientist,7,115404
1773,50,Man,USA,5,Data Scientist,21,234101
1774,30,Man,USA,3,Data Scientist,9,129637
1775,20,Man,China,3,Business Analyst,1,219
1776,24,Woman,China,4,Data Analyst,0.5,916
1777,38,Man,USA,4,Machine Learning Engineer,1,66066
1778,40,Man,Japan,4,Product Manager,0.5,121379
1779,30,Woman,USA,3,Data Analyst,2,71577
1780,25,Man,South Korea,2,Machine Learning Engineer,0.5,24923
1781,55,Man,USA,3,Other,3,133296
1782,48,Man,Japan,5,Program/Project Manager,3,95445
1783,57,Man,USA,4,Other,22,957
1784,55,Woman,USA,5,Software Engineer,22,2092
1785,56,Woman,Japan,4,Data Engineer,23,272
1786,48,Man,Japan,3,Machine Learning Engineer,24,75972
1787,26,Man,USA,3,Data Analyst,2,108428
1788,23,Man,USA,3,Data Scientist,4,139865
1789,41,Man,USA,2,Machine Learning Engineer,0,51009
1790,61,Man,USA,4,Data Analyst,10,414
1791,34,Woman,USA,5,Research Scientist,3,57993
1792,48,Woman,USA,4,Data Analyst,0,60845
1793,46,Man,USA,2,Other,0.5,41645
1794,30,Man,Japan,4,Other,1,559
1795,31,Man,China,4,Data Engineer,20,4763
1796,25,Man,China,4,Software Engineer,10,3250
1797,39,Woman,USA,4,Data Scientist,5,190861
1798,22,Man,USA,3,Other,0.5,57959
1799,24,Man,China,3,Data Analyst,2,1554
1800,35,Woman,USA,4,Data Scientist,0.5,116284
1801,70,Man,USA,5,Data Analyst,3,5293
1802,55,Man,South Korea,2,Program/Project Manager,0,89752
1803,34,Man,China,5,Research Scientist,11,99823
1804,23,Man,USA,4,Data Analyst,5,77751
1805,31,Man,China,2,Machine Learning Engineer,14,31156
1806,60,Man,USA,4,Program/Project Manager,22,220489
1807,65,Man,USA,5,Data Scientist,12,83857
1808,51,Man,USA,1,Data Analyst,4,91902
1809,41,Man,Japan,3,Software Engineer,14,63148
1810,34,Man,USA,4,Software Engineer,2,70336
1811,32,Woman,China,5,Data Scientist,3,6961
1812,23,Man,USA,4,Business Analyst,9,85482
1813,27,Man,USA,3,Business Analyst,0.5,165
1814,43,Man,Japan,5,Research Scientist,9,105674
1815,50,Man,Japan,5,Research Scientist,29,98462
1816,25,Man,China,3,Data Analyst,2,24696
1817,42,Woman,USA,4,Data Analyst,0,33566
1818,46,Man,USA,3,Other,29,70703
1819,27,Woman,USA,4,Data Analyst,0,6804
1820,36,Woman,USA,4,Data Scientist,13,127709
1821,42,Woman,South Korea,3,Other,0,1004799
1822,66,Man,USA,3,Other,2,129916
1823,52,Woman,USA,3,Program/Project Manager,0,107891
1824,32,Man,USA,3,Data Analyst,0,75494
1825,59,Man,USA,4,Machine Learning Engineer,21,270666
1826,25,Man,Japan,0,Data Scientist,3,534
1827,33,Man,USA,4,Other,5,67132
1828,35,Woman,USA,4,Data Analyst,0.5,85927
1829,68,Man,USA,3,Other,10,48460
1830,28,Man,South Korea,2,Data Scientist,3,72
1831,43,Woman,USA,4,Data Scientist,3,47687
1832,37,Man,USA,3,Data Scientist,7,105526
1833,28,Man,USA,4,Data Analyst,1,870
1834,36,Man,USA,4,Data Scientist,2,109643
1835,48,Man,USA,4,Product Manager,7,312759
1836,30,Man,USA,4,Software Engineer,23,174858
1837,44,Woman,USA,4,Program/Project Manager,12,672
1838,32,Prefer not to say,USA,3,Data Engineer,7,166901
1839,40,Man,South Korea,4,Research Scientist,4,8803
1840,64,Man,USA,4,Other,12,78930
1841,30,Woman,USA,4,Software Engineer,4,93746
1842,52,Man,South Korea,1,Program/Project Manager,11,46389
1843,25,Man,South Korea,5,Software Engineer,0.5,62
1844,28,Man,Japan,3,Software Engineer,5,55424
1845,35,Man,USA,0,Machine Learning Engineer,13,132914
1846,34,Man,USA,4,Data Scientist,10,121311
1847,26,Man,Japan,4,Other,0.5,46664
1848,37,Man,USA,5,Research Scientist,13,118837
1849,40,Man,China,3,Software Engineer,18,45701
1850,31,Man,USA,3,Product Manager,10,109650
1851,47,Man,USA,3,Data Scientist,3,69320
1852,28,Man,South Korea,3,Data Scientist,5,2781
1853,29,Man,USA,2,Data Analyst,1,71966
1854,28,Woman,South Korea,4,Machine Learning Engineer,3,105
1855,24,Man,USA,4,Data Scientist,0.5,11073
1856,34,Man,USA,3,Other,0.5,59142
1857,54,Man,USA,4,Other,2,30163
1858,28,Man,USA,2,Program/Project Manager,0.5,82301
1859,67,Man,Japan,3,Program/Project Manager,1,193310
1860,29,Man,USA,4,Research Scientist,5,193843
1861,25,Man,USA,3,Data Analyst,1,19971
1862,33,Woman,USA,5,Data Scientist,11,135351
1863,59,Woman,USA,4,Data Scientist,21,206209
1864,32,Man,Japan,4,Data Analyst,0.5,4094
1865,27,Man,South Korea,3,Machine Learning Engineer,5,32209
1866,42,Man,USA,5,Research Scientist,29,141459
1867,39,Man,Japan,4,Data Engineer,3,40086
1868,59,Man,USA,3,Developer Relations/Advocacy,0,117568
1869,24,Man,USA,4,Data Scientist,9,198640
1870,47,Man,South Korea,5,Data Scientist,23,99163
1871,26,Woman,USA,4,Data Analyst,2,72589
1872,59,Man,USA,2,Data Scientist,23,145987
1873,49,Man,USA,4,Data Scientist,10,154593
1874,44,Man,USA,5,Research Scientist,19,96222
1875,47,Woman,Japan,4,Research Scientist,0.5,4746
1876,35,Man,USA,5,Software Engineer,16,113517
1877,27,Man,USA,4,Business Analyst,0.5,24138
1878,27,Man,China,4,Data Analyst,0.5,1610
1879,25,Man,USA,4,Program/Project Manager,7,173241
1880,32,Man,South Korea,5,Research Scientist,6,84678
1881,24,Man,China,2,Data Analyst,3,7105
1882,32,Man,USA,5,Data Scientist,18,108377
1883,52,Man,Japan,5,Software Engineer,28,5030
1884,29,Man,USA,4,Machine Learning Engineer,3,164132
1885,28,Nonbinary,China,1,Software Engineer,1,721
1886,65,Man,USA,5,Research Scientist,20,75931
1887,45,Man,Japan,4,Research Scientist,23,121622
1888,26,Man,USA,4,Data Engineer,5,109518
1889,23,Woman,China,4,Data Analyst,0.5,280
1890,59,Man,USA,3,Program/Project Manager,26,129097
1891,54,Woman,USA,3,Business Analyst,0,79165
1892,44,Man,Japan,3,Business Analyst,2,79560
1893,49,Man,USA,4,Other,19,145771
1894,40,Woman,South Korea,0,Research Scientist,0.5,64003
1895,54,Man,South Korea,5,Research Scientist,24,66348
1896,56,Man,USA,4,Program/Project Manager,21,142212
1897,49,Woman,USA,4,Research Scientist,0.5,73943
1898,38,Man,USA,4,Data Engineer,19,143286
1899,41,Man,USA,3,Machine Learning Engineer,10,133103
1900,34,Man,USA,5,Machine Learning Engineer,7,122458
1901,43,Man,USA,4,Program/Project Manager,0.5,149173
1902,52,Man,USA,2,Data Engineer,17,54629
1903,32,Man,USA,4,Data Scientist,3,199665
1904,35,Man,USA,4,Data Engineer,3,90894
1905,52,Man,USA,4,Other,2,82234
1906,18,Woman,China,2,Data Analyst,1,47
1907,41,Prefer not to say,USA,5,Machine Learning Engineer,26,260247
1908,41,Man,USA,3,Data Engineer,10,188720
1909,40,Man,USA,5,Research Scientist,6,167023
1910,35,Man,USA,3,Data Scientist,7,53620
1911,70,Man,USA,5,Research Scientist,5,653
1912,22,Man,China,3,Data Scientist,0.5,1308
1913,40,Man,Japan,4,Research Scientist,12,99259
1914,18,Man,China,3,Data Engineer,0.5,473
1915,34,Man,USA,4,Program/Project Manager,3,60727
1916,35,Man,USA,4,Program/Project Manager,0.5,53547
1917,55,Woman,Japan,2,Software Engineer,26,58665
1918,34,Man,USA,4,Data Analyst,1,54095
1919,64,Man,USA,3,Other,2,61721
1920,48,Man,USA,5,Data Engineer,25,113008
1921,22,Man,USA,4,Data Analyst,2,37496
1922,30,Woman,USA,4,Other,0,88132
1923,45,Woman,USA,3,Data Analyst,27,146285
1924,28,Man,USA,3,Data Analyst,0.5,11858
1925,39,Man,USA,5,Other,18,107183
1926,49,Man,Japan,4,Software Engineer,20,9617
1927,29,Man,Japan,4,Program/Project Manager,0.5,52635
1928,56,Man,Japan,3,Other,29,52868
1929,25,Man,USA,4,Research Scientist,3,67644
1930,26,Man,South Korea,2,Data Analyst,3,1449
1931,38,Woman,USA,4,Data Analyst,10,105189
1932,62,Man,Japan,3,Product Manager,0.5,108
1933,33,Man,USA,5,Data Scientist,17,259071
1934,53,Prefer not to say,Japan,2,Statistician,0.5,503
1935,54,Prefer not to say,USA,3,Other,8,104199
1936,23,Prefer not to say,Japan,2,Software Engineer,0.5,663
1937,69,Man,USA,5,Research Scientist,24,324871
1938,27,Man,USA,3,Data Scientist,5,171556
1939,28,Man,USA,4,Machine Learning Engineer,3,137
1940,70,Man,USA,5,Other,2,77504
1941,36,Man,Japan,5,Research Scientist,11,81799
1942,19,Prefer not to say,China,4,Product Manager,1,100739
1943,25,Man,USA,4,Data Scientist,3,94119
1944,64,Man,USA,4,Statistician,28,116960
1945,29,Man,China,3,Software Engineer,2,2743
1946,32,Man,USA,4,Software Engineer,18,125820
1947,29,Prefer not to say,USA,4,Data Scientist,2,39164
1948,38,Woman,USA,5,Data Scientist,15,234985
1949,32,Man,USA,3,Business Analyst,0.5,81275
1950,44,Man,USA,5,Data Scientist,18,140808
1951,42,Man,USA,4,Other,3,299482
1952,21,Prefer not to say,China,3,Data Scientist,2,353
1953,63,Man,USA,5,Research Scientist,21,43671
1954,31,Man,USA,4,Other,5,72343
1955,46,Man,Japan,4,Software Engineer,29,733
1956,22,Man,South Korea,1,Machine Learning Engineer,10,65920
1957,25,Man,USA,4,Data Analyst,3,133445
1958,23,Man,USA,3,Other,0.5,62904
1959,27,Man,Japan,4,Other,1,96459
1960,59,Man,Japan,5,Research Scientist,22,88318
1961,55,Man,USA,3,Other,7,56795
1962,49,Man,USA,4,Program/Project Manager,1,62653
1963,39,Man,China,5,Data Scientist,3,148141
1964,54,Man,USA,2,Software Engineer,22,88874
1965,57,Man,USA,4,Machine Learning Engineer,22,115697
1966,52,Woman,USA,4,Data Scientist,29,155584
1967,52,Man,South Korea,3,Software Engineer,8,536
1968,23,Man,China,4,Machine Learning Engineer,3,203
1969,25,Man,USA,4,Data Scientist,9,184066
1970,28,Man,South Korea,3,Program/Project Manager,4,49579
1971,38,Man,USA,3,Data Scientist,4,100249
1972,31,Man,China,3,Business Analyst,8,62120
1973,19,Man,China,2,Data Analyst,0.5,437
1974,39,Man,USA,4,Data Scientist,5,85523
1975,34,Man,China,4,Data Scientist,7,123599
1976,49,Man,USA,3,Data Engineer,26,494964
1977,42,Man,Japan,3,Software Engineer,11,83207
1978,40,Man,USA,4,Data Analyst,5,32454
1979,31,Man,South Korea,4,Other,13,72105
1980,52,Man,USA,3,Business Analyst,0,80686
1981,48,Man,USA,4,Research Scientist,28,156228
1982,56,Woman,USA,3,Other,17,449
1983,53,Man,USA,3,DBA/Database Engineer,26,139123
1984,29,Man,Japan,4,Other,0.5,47464
1985,26,Man,China,4,Data Engineer,2,17380
1986,32,Man,South Korea,3,Software Engineer,4,2253
1987,45,Man,Japan,1,Other,3,296
1988,28,Woman,USA,4,Data Scientist,6,117948
1989,43,Woman,USA,4,Other,6,83556
1990,37,Man,Japan,2,Program/Project Manager,9,56784
1991,45,Man,Japan,3,Software Engineer,24,45717
1992,39,Man,USA,4,Data Scientist,5,132915
1993,40,Man,USA,5,Other,18,133038
1994,32,Man,USA,4,Data Scientist,9,100997
1995,34,Man,Japan,3,Program/Project Manager,8,61098
1996,35,Man,USA,4,Machine Learning Engineer,6,295653
1997,33,Man,USA,5,Research Scientist,18,249054
1998,31,Nonbinary,USA,4,Research Scientist,1,24945
1999,39,Man,USA,4,Data Analyst,3,90490
2000,45,Man,USA,3,Business Analyst,23,121088
2001,32,Man,USA,5,Data Scientist,2,117
2002,38,Man,USA,4,Data Engineer,15,159023
2003,23,Man,China,5,Data Engineer,0.5,108
2004,34,Man,USA,5,Data Scientist,12,146720
2005,24,Woman,USA,3,Research Scientist,1,33675
2006,22,Man,Japan,4,Data Scientist,4,302
2007,67,Man,USA,4,Software Engineer,10,144482
2008,28,Man,USA,4,Data Scientist,3,97182
2009,51,Man,USA,5,Data Scientist,19,234017
2010,48,Woman,Japan,5,Data Engineer,4,106413
2011,34,Man,China,4,Data Analyst,2,23373
2012,45,Man,Japan,5,Other,4,30584
2013,42,Man,USA,5,Software Engineer,10,128176
2014,37,Man,China,3,Software Engineer,13,99418
2015,40,Man,USA,3,Program/Project Manager,3,195651
2016,46,Man,USA,4,Business Analyst,3,96168
2017,37,Man,USA,4,Data Scientist,20,176060
2018,18,Man,USA,3,Machine Learning Engineer,1,91078
2019,34,Man,China,4,Product Manager,3,48517
2020,45,Woman,Japan,3,Data Engineer,13,43810
2021,44,Man,Japan,5,Data Scientist,13,18547
2022,32,Man,China,3,Software Engineer,8,93954
2023,57,Man,USA,5,Data Scientist,15,353680
2024,22,Man,USA,4,Data Scientist,0,9867
2025,37,Man,Japan,4,Software Engineer,11,10992
2026,46,Man,USA,0,Other,19,35879
2027,31,Man,Japan,4,Other,6,33604
2028,49,Man,USA,5,Data Scientist,24,179018
2029,39,Man,USA,4,Other,2,135852
2030,29,Man,USA,4,Data Analyst,5,52864
2031,28,Man,USA,5,Data Scientist,3,21693
2032,27,Woman,USA,4,Data Analyst,1,70206
2033,52,Man,USA,4,Research Scientist,22,237924
2034,26,Woman,USA,4,Program/Project Manager,2,45919
2035,37,Man,Japan,3,Other,8,78344
2036,41,Man,USA,2,Program/Project Manager,4,217698
2037,37,Woman,USA,4,Business Analyst,1,72680
2038,27,Man,USA,4,Data Scientist,5,144251
2039,32,Woman,USA,5,Data Scientist,19,164274
2040,70,Man,USA,3,Other,23,73807
2041,20,Man,China,2,Machine Learning Engineer,2,74
2042,48,Man,South Korea,1,Data Scientist,29,77553
2043,37,Man,USA,5,Research Scientist,10,191569
2044,44,Woman,USA,3,Data Analyst,0,25787
2045,70,Man,Japan,4,Data Analyst,29,92321
2046,35,Man,USA,4,Data Analyst,10,84165
2047,51,Man,USA,4,Program/Project Manager,21,258148
2048,37,Man,South Korea,3,Data Scientist,3,64375
2049,29,Woman,USA,4,Other,0.5,62772
2050,33,Man,Japan,3,Research Scientist,3,5448
2051,38,Man,Japan,4,Product Manager,0.5,76678
2052,33,Man,Japan,3,DBA/Database Engineer,9,72937
2053,36,Man,USA,4,Program/Project Manager,17,697054
2054,25,Man,China,3,Data Engineer,4,5119
2055,27,Man,South Korea,3,Data Scientist,5,42388
2056,56,Man,Japan,1,Data Analyst,4,69606
2057,36,Man,USA,3,Business Analyst,3,38268
2058,40,Man,South Korea,5,Data Analyst,2,113835
2059,36,Woman,USA,5,Data Scientist,15,109354
2060,26,Woman,USA,3,Software Engineer,5,181100
2061,36,Woman,USA,4,Data Scientist,1,83232
2062,42,Man,USA,2,DBA/Database Engineer,4,248
2063,44,Man,USA,5,Data Scientist,27,216306
2064,28,Man,USA,4,Data Analyst,5,115292
2065,46,Prefer not to say,USA,4,Software Engineer,22,136627
2066,39,Man,USA,3,Other,0,71386
2067,48,Woman,Japan,3,Software Engineer,8,32113
2068,33,Man,China,4,Data Engineer,9,49742
2069,63,Woman,USA,5,Other,0.5,72058
2070,37,Man,USA,5,Data Scientist,18,126510
2071,37,Man,USA,4,Software Engineer,19,865452
2072,28,Woman,USA,4,Software Engineer,1,190
2073,52,Man,USA,3,Other,5,223824
2074,38,Nonbinary,Japan,4,Research Scientist,0,4290
2075,23,Man,USA,4,Data Scientist,1,6380
2076,26,Man,USA,4,Data Analyst,3,46367
2077,31,Man,USA,4,Research Scientist,2,82635
2078,34,Man,USA,4,Other,0,106672
2079,50,Man,South Korea,3,Other,11,115161
2080,62,Man,USA,4,Other,22,74773
2081,39,Man,USA,5,Statistician,5,87826
2082,26,Man,Japan,3,Product Manager,0.5,59337
2083,29,Woman,USA,4,Software Engineer,3,6973
2084,51,Man,USA,5,Research Scientist,10,164756
2085,47,Man,Japan,5,Program/Project Manager,1,91351
2086,34,Man,Japan,4,Research Scientist,4,59190
2087,38,Man,USA,5,Other,2,78289
2088,45,Man,South Korea,4,Business Analyst,7,129361
2089,46,Man,USA,2,Other,20,12263
2090,54,Man,Japan,4,Software Engineer,23,4268
2091,33,Man,Japan,4,Business Analyst,2,55169
2092,57,Man,USA,2,Software Engineer,27,149258
2093,49,Man,South Korea,5,Machine Learning Engineer,20,273854
2094,18,Prefer to self-describe,China,4,Machine Learning Engineer,1,101
2095,37,Man,Japan,3,Data Engineer,10,72393
2096,36,Man,China,4,Data Analyst,3,765
2097,26,Man,USA,3,Data Scientist,5,139278
2098,54,Man,USA,5,Research Scientist,25,83468
2099,46,Man,USA,4,Software Engineer,26,192403
2100,34,Man,China,3,Data Engineer,5,1590
2101,46,Man,USA,4,Program/Project Manager,1,91001
2102,45,Woman,South Korea,5,Data Analyst,0,5552
2103,61,Man,USA,3,Other,23,20730
2104,32,Man,USA,4,Data Scientist,10,287692
2105,36,Man,USA,4,Data Analyst,3,79118
2106,28,Man,South Korea,3,Data Engineer,0.5,40891
2107,43,Woman,Japan,1,Research Scientist,5,5282
2108,27,Man,Japan,4,Statistician,4,57304
2109,25,Woman,USA,5,Data Scientist,6,147345
2110,42,Man,USA,3,Other,11,111894
2111,56,Man,Japan,4,Other,3,89540
2112,55,Man,Japan,3,Business Analyst,29,14536
2113,49,Man,USA,4,Data Scientist,10,198479
2114,59,Man,USA,4,Software Engineer,28,149303
2115,58,Man,USA,4,Program/Project Manager,5,271171
2116,34,Man,USA,3,Data Analyst,6,1072752
2117,33,Woman,USA,3,Data Analyst,1,40010
2118,50,Man,USA,4,Data Analyst,0,34865
2119,39,Man,USA,5,Other,19,84821
2120,47,Man,USA,4,Other,3,324156
2121,29,Man,China,5,Data Scientist,2,3149
2122,52,Man,South Korea,3,Business Analyst,6,1605
2123,22,Woman,China,4,Data Analyst,2,1670
2124,47,Man,USA,4,Data Analyst,21,120262
2125,25,Man,China,4,Program/Project Manager,0.5,23546
2126,29,Man,Japan,3,Software Engineer,3,23413
2127,59,Man,Japan,4,Software Engineer,14,124212
2128,29,Man,China,4,Data Analyst,2,2422
2129,28,Man,China,4,Software Engineer,9,242035
2130,44,Woman,USA,3,Other,22,106159
2131,29,Man,China,4,Machine Learning Engineer,1,81392
2132,45,Man,Japan,4,Other,1,118422
2133,57,Man,South Korea,5,Machine Learning Engineer,20,101332
2134,39,Man,USA,5,Data Scientist,18,168899
2135,27,Man,China,4,Research Scientist,0.5,2821
2136,37,Man,USA,4,Data Scientist,19,168958
2137,49,Woman,USA,5,Statistician,5,2776
2138,30,Man,Japan,4,Other,0.5,871
2139,26,Woman,USA,4,Data Scientist,3,90676
2140,22,Woman,USA,3,Software Engineer,5,104859
2141,37,Man,USA,3,Program/Project Manager,5,87719
2142,41,Man,Japan,4,Statistician,19,97807
2143,64,Man,USA,5,Research Scientist,26,70403
2144,52,Man,USA,4,Data Analyst,0.5,90709
2145,34,Man,USA,4,Data Engineer,9,119325
2146,37,Man,USA,4,Data Analyst,5,116931
2147,48,Woman,Japan,0,Software Engineer,6,2255
2148,45,Man,Japan,5,Other,3,76218
2149,29,Man,China,3,DBA/Database Engineer,2,3730
2150,27,Man,USA,2,Software Engineer,1,99066
2151,32,Man,USA,4,Machine Learning Engineer,3,880
2152,34,Man,USA,4,Business Analyst,5,116718
2153,42,Man,Japan,5,Research Scientist,2,17802
2154,22,Man,Japan,2,Business Analyst,0.5,49
2155,29,Man,USA,4,Data Scientist,2,16396
2156,34,Man,USA,4,Data Analyst,5,68930
2157,26,Man,USA,4,Data Scientist,10,97992
2158,65,Woman,USA,3,Developer Relations/Advocacy,20,281732
2159,24,Woman,USA,4,Data Scientist,2,7386
2160,44,Man,USA,4,Business Analyst,7,96287
2161,27,Woman,Japan,3,Other,0.5,10326
2162,27,Man,USA,4,Data Analyst,3,80569
2163,33,Man,USA,4,Data Analyst,10,124610
2164,29,Man,Japan,4,Research Scientist,2,49580
2165,39,Prefer not to say,USA,5,Data Engineer,7,165394
2166,33,Man,USA,3,Data Engineer,7,172464
2167,26,Man,USA,5,Research Scientist,9,102596
2168,19,Woman,USA,0,Data Scientist,0,706
2169,25,Woman,USA,3,Product Manager,0.5,145340
2170,54,Man,USA,4,Other,9,193428
2171,28,Man,China,0,Data Analyst,3,12923
2172,40,Man,China,3,Other,3,103662
2173,29,Man,China,3,Data Engineer,2,2053
2174,70,Man,USA,4,Data Analyst,0.5,96677
2175,31,Man,USA,4,Research Scientist,9,166843
2176,25,Man,Japan,3,Business Analyst,0.5,2010
2177,70,Man,USA,5,Software Engineer,8,507
2178,26,Man,South Korea,3,Machine Learning Engineer,5,2804
2179,53,Woman,USA,4,Other,21,43191
2180,45,Man,USA,4,Data Scientist,29,399845
2181,56,Woman,USA,4,Other,2,96843
2182,48,Man,Japan,2,Software Engineer,7,72031
2183,25,Woman,China,4,Business Analyst,0.5,21218
2184,30,Man,South Korea,4,Software Engineer,0.5,34870
2185,45,Man,USA,4,Data Analyst,7,182017
2186,48,Man,USA,1,Other,0,110635
2187,39,Man,South Korea,3,Product Manager,0.5,55258
2188,65,Man,Japan,5,Business Analyst,6,14830
2189,70,Man,USA,5,Other,5,56
2190,36,Man,Japan,3,Software Engineer,19,5459
2191,42,Man,Japan,4,Data Engineer,13,92625
2192,45,Man,USA,5,Data Scientist,24,227424
2193,44,Man,USA,4,Data Analyst,4,77299
2194,56,Man,Japan,1,Business Analyst,0,513
2195,25,Man,Japan,3,Business Analyst,0.5,9082
2196,23,Man,USA,4,Data Scientist,4,5039
2197,25,Man,China,4,Software Engineer,2,4154
2198,31,Man,USA,3,Data Scientist,15,128338
2199,24,Man,USA,4,Other,3,24862
2200,39,Man,Japan,4,Software Engineer,4,54922
2201,47,Man,USA,4,Product Manager,26,245909
2202,48,Woman,USA,4,Data Scientist,13,94447
2203,25,Woman,South Korea,2,Business Analyst,0.5,658
2204,51,Man,Japan,2,Software Engineer,19,8506
2205,28,Man,China,0,Machine Learning Engineer,1,2617
2206,22,Man,USA,3,Software Engineer,8,119
2207,26,Man,USA,3,Data Engineer,9,387195
2208,35,Man,USA,5,Other,17,371169
2209,48,Woman,USA,4,Data Analyst,2,153620
2210,48,Man,Japan,4,Business Analyst,0.5,65362
2211,27,Man,USA,2,Data Engineer,1,6301
2212,32,Man,USA,5,Research Scientist,20,70535
2213,47,Man,USA,4,Data Engineer,25,133842
2214,44,Man,USA,3,Product Manager,15,365514
2215,26,Man,China,4,Data Scientist,0.5,47114
2216,40,Man,USA,5,Data Scientist,20,106017
2217,37,Man,USA,3,Data Engineer,13,107923
2218,24,Man,China,4,Data Analyst,2,3897
2219,27,Woman,USA,3,Other,0,23575
2220,43,Man,USA,0,DBA/Database Engineer,12,26727
2221,37,Man,Japan,4,Software Engineer,16,64012
2222,27,Man,Japan,4,Software Engineer,3,3789
2223,47,Man,Japan,3,Business Analyst,10,10716
2224,33,Man,China,5,Research Scientist,1,129
2225,54,Woman,USA,3,Data Analyst,0,42242
2226,47,Man,USA,5,Software Engineer,21,396529
2227,29,Man,Japan,4,Data Scientist,0.5,54041
2228,42,Man,USA,4,Product Manager,14,199497
2229,34,Man,USA,5,Research Scientist,5,100637
2230,38,Man,Japan,4,Research Scientist,2,59001
